Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;MF Tutar;İade
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ÖZLEM ECZANESİ;AGRI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DERMAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;EKEN ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;ÇAT ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
2.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;GÜLŞAH ECZANESİ;GIRESUN DOGU ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;TEK ECZANESİ;SINOP GUNEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;BİLEN ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;ÖZPOLAT ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SUŞEHRİ ECZANESİ;SIVAS DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;KOÇAK ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;GÜL ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100;35;135;9.809;3.433;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;MÜJDE ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MADEN ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SAĞLIK ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ALTINPOST ECZANESİ;ARTVIN KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KUBATLAR ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;HABOĞLU ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ERMAN ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DERYA ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GAZİ ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YILMAZ ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ŞAFAK ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TURGUT ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SERPİL ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SU ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;DERMAN ECZANESİ;GIRESUN DOGU ILCELER -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÖNSOY ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;BİLGE ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YEŞİLOĞLU ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BOLAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÖZGÜR ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KIRANKÖY ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;LİMAN ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜLDEN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜLTER ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;DOĞAN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SAĞLIK ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ENGİN ECZANESİ;SAMSUN KALE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;CEDİT ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
2.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;USLU ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SEDA ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MERKEZ ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DOĞA ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;İMREN ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ZEHRAGÜL ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;GÜNIŞIĞI ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇAĞLA ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;İNANIR ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SARAY ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;LOKMAN ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;392;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇAĞDAŞ ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KAZOVA ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ŞİFA ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TAN ECZANESİ;ORDU UNYE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;DEVA ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;0;10;916;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;YAREN ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
2.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;EREN ECZANESİ;GIRESUN DOGU ILCELER -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;GAZİLER ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;TURAN ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;PEKŞEN ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;FEYZA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;CİHAN ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;SAĞLIK ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ZEHRA ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜLFER ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BUĞRA ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SÜNBÜLCÜ ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ŞEHR-İ ŞİFA ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;EMRE ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KRAL ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;MELEK ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ERVA ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SEFA ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;392;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;23 NİSAN ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;VİLDAN ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;PEKER ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YİĞİT ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;CADDE ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;CANSU ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;EKİN ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;NURSEN ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;YAŞAM ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1;60;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ANIL ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1;60;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ANIL ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;4;0;4;242;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KEVSER ECZANESİ;SIVAS BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;FURKAN ECZANESİ;GIRESUN GUNEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;TEKNECİ ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;GÜL ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;NEFES ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÖMER ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ŞAHİN ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;0;10;732;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;FATİH ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MERKEZ ECZANESİ;CORUM KARGI+OSMANCIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GAZİ ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ÜNSAL ECZANESİ;CORUM GUNEYBATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YILMAZ ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ŞEKER ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YILMAZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YILMAZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YAVUZ ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YEŞİLOĞLU ECZANESİ;SAMSUN DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
2.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;ERDEN ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;NUR ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;USLU ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SOĞUKSU ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;UGUR ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8,68E+12;DEREKÖY MUŞTA ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ANIL ECZANESİ;SAMSUN BAHCELIEVLER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DOĞA ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;İYİDERE ECZANESİ;RIZE BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;4;0;4;293;0;0
2.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;TEKİN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ZEKİ ECZANESİ;TRABZON BATI ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
2.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ERDOĞDU ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
